status,monographNumber,englishName,latinName,substance,certificateHolder,cepNumber,cepType,cepStatus,cepIssueDate,cepEndDate,closureDateLastProcedure
In use,330,Gelatin,Gelatina,Gelatin; Acid bone gelatin,ROUSSELOT Son NL,R1-CEP 2011-041 - Rev 00,TSE,Valid,15/02/2016,,15/02/2016
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,Nitta Gelatin Inc. Naniwa-Ku JP,R1-CEP 2010-004 - Rev 00,TSE,Valid,08/03/2016,,08/03/2016
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,GELITA AG Eberbach DE,R1-CEP 2008-137 - Rev 01,TSE,Valid,11/05/2016,,11/05/2016
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin; Bloom values: 110 g; 130 g; 150 g; 170 g; 190 g; 210 g & 240 g,QINGHAI GELATIN COMPANY LIMITED Xining CN,R1-CEP 2010-200 - Rev 00,Chemical and TSE,Valid,03/06/2016,,03/06/2016
In use,330,Gelatin,Gelatina,Gelatin; Alkaline hide gelatin,NTP GELATINE PRIVATE LIMITED Muridke PK,R1-CEP 2009-353 - Rev 00,TSE,Valid,13/07/2016,,13/07/2016
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,Nitta Gelatin Inc. Naniwa-Ku JP,R1-CEP 2010-356 - Rev 00,TSE,Valid,16/09/2016,,16/09/2016
In use,330,Gelatin,Gelatina,Gelatin; Limed Bone Gelatin,RAMA INDUSTRIES LTD. Mumbai IN,R1-CEP 2011-150 - Rev 00,TSE,Valid,15/02/2017,,15/02/2017
In use,330,Gelatin,Gelatina,Gelatin; Alkaline hide process,HALAVET GIDA SANAYI VE TICARET A.Ş. Istanbul TR,R0-CEP 2017-038 - Rev 00,TSE,Expired,11/01/2018,26/06/2024,25/06/2024
In use,330,Gelatin,Gelatina,Gelatin; Limed Hide Gelatin,SAMMI INDUSTRY CO.; LTD. Ansan-si KR,R1-CEP 2002-186 - Rev 03,TSE,Valid,15/02/2018,,15/02/2018
In use,330,Gelatin,Gelatina,Gelatin; Limed Hide Gelatin (GLF),Lapi Gelatine SpA Empoli (Fi) IT,R1-CEP 2000-182 - Rev 02,Chemical and TSE,Valid,12/03/2018,,12/03/2018
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,GANSU AMINBIO HALAL GELATIN CO.; LTD. Lanzhou City CN,R0-CEP 2017-108 - Rev 00,TSE,Expired,03/05/2018,08/06/2023,03/05/2018
In use,330,Gelatin,Gelatina,Gelatin; Acid hide gelatin,GELITA AG Eberbach DE,R1-CEP 2012-352 - Rev 00,TSE,Valid,28/08/2018,,28/08/2018
In use,330,Gelatin,Gelatina,Gelatin; Alkaline hide process,NITTA GELATIN INDIA LTD. Cochin IN,R1-CEP 2013-087 - Rev 00,TSE,Valid,18/09/2018,,18/09/2018
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,M/S India Gelatine and Chemicals Ltd Mumbai IN,R1-CEP 2003-261 - Rev 01,Chemical and TSE,Valid,28/09/2018,,28/09/2018
In use,330,Gelatin,Gelatina,Gelatin; Sodium hydroxide hide gelatin – limed hide gelatin,PB LEINER ARGENTINA S.A. Sauce Viejo AR,R1-CEP 2004-022 - Rev 01,TSE,Valid,27/11/2018,,27/11/2018
In use,330,Gelatin,Gelatina,Gelatin; Acid bone gelatin,GELITA Group Eberbach DE,R1-CEP 2000-117 - Rev 02,TSE,Valid,24/01/2019,,24/01/2019
In use,330,Gelatin,Gelatina,Gelatin; VFB Limed Bone Gelatine,GELITA AG Eberbach DE,R1-CEP 2003-028 - Rev 02,TSE,Valid,12/02/2019,,12/02/2019
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,Nitta Gelatin Inc. Naniwa-Ku JP,R1-CEP 2005-217 - Rev 02,TSE,Valid,16/07/2019,,16/07/2019
In use,330,Gelatin,Gelatina,Gelatin; Limed Bone Gelatin,NITTA GELATIN INDIA LTD. Cochin IN,R1-CEP 2000-344 - Rev 03,TSE,Valid,10/10/2019,,10/10/2019
In use,330,Gelatin,Gelatina,Gelatin; Acid bone,GELITA AG Eberbach DE,R1-CEP 2014-161 - Rev 00,TSE,Valid,19/11/2019,,19/11/2019
In use,330,Gelatin,Gelatina,Gelatin; Limed Hide Gelatin (GLF/s),Lapi Gelatine SpA Empoli (Fi) IT,R1-CEP 2000-068 - Rev 02,Chemical and TSE,Valid,06/01/2020,,07/01/2020
In use,330,Gelatin,Gelatina,Gelatin; Limed Bone Gelatin,Nitta Gelatin Inc. Naniwa-Ku JP,R1-CEP 2014-319 - Rev 00,TSE,Valid,10/01/2020,,10/01/2020
In use,330,Gelatin,Gelatina,Gelatin; Limed hide gelatin,GELITA AG Eberbach DE,R0-CEP 2019-340 - Rev 00,TSE,Valid,25/06/2020,,25/06/2020
In use,330,Gelatin,Gelatina,Gelatin; Limed Hide Gelatin - Sodium Hydroxide Hide Gelatin,TESSENDERLO GROUP N.V. Vilvoorde BE,R1-CEP 2000-140 - Rev 04,TSE,Valid,22/07/2020,,22/07/2020
In use,330,Gelatin,Gelatina,Gelatin; Alkaline bone gelatin,PB GELATINS HEILONGJIANG CO.; LTD. Kongguo Town CN,R1-CEP 2014-280 - Rev 01,TSE,Valid,24/07/2020,,24/07/2020
In use,330,Gelatin,Gelatina,Gelatin; Alkaline hide gelatin,SHANDONG HENGXIN BIOTECH CO.; LTD. Binzhou City CN,R0-CEP 2020-191 - Rev 00,TSE,Valid,30/11/2020,,30/11/2020
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,NITTA GELATIN INDIA LTD. Cochin IN,R0-CEP 2020-193 - Rev 00,TSE,Valid,05/01/2021,,05/01/2021
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,Nitta Gelatin Inc. Naniwa-Ku JP,R1-CEP 2015-262 - Rev 00,TSE,Valid,05/01/2021,,05/01/2021
In use,330,Gelatin,Gelatina,Gelatin; Limed Bone Gelatin,GELITA AG Eberbach DE,R1-CEP 2015-138 - Rev 00,TSE,Valid,07/01/2021,,07/01/2021
In use,330,Gelatin,Gelatina,Gelatin; Partial alkaline hydrolysis (Type B),GELCO GELATINAS DO BRASIL LTDA Pedreira BR,R1-CEP 2014-266 - Rev 00,Chemical and TSE,Valid,03/03/2021,,03/03/2021
In use,330,Gelatin,Gelatina,Gelatin; Bovine acid hide,ROUSSELOT BV Son NL,R0-CEP 2020-357 - Rev 00,TSE,Valid,15/04/2021,,15/04/2021
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,GELTECH CO.; LTD. Busan KR,R1-CEP 2016-047 - Rev 00,TSE,Valid,09/06/2021,,09/06/2021
In use,330,Gelatin,Gelatina,Gelatin; US Acid Bone Gelatin,GELITA AG Eberbach DE,R0-CEP 2021-123 - Rev 01,TSE,Valid,18/11/2021,,18/11/2021
In use,330,Gelatin,Gelatina,Gelatin; Alkaline hide gelatin; Bloom value 200 g,SHANDONG HENGXIN BIOTECH CO.; LTD. Binzhou City CN,R0-CEP 2021-189 - Rev 00,Chemical and TSE,Valid,02/02/2022,,02/02/2022
In use,330,Gelatin,Gelatina,Gelatin; Alkaline Hide Gelatin,GELITA Group Eberbach DE,R1-CEP 2003-172 - Rev 03,TSE,Valid,24/02/2022,,24/02/2022
In use,330,Gelatin,Gelatina,Gelatin; Alkaline pretreated acid hide gelatin,GELITA Group Eberbach DE,R1-CEP 2003-178 - Rev 03,TSE,Valid,24/02/2022,,24/02/2022
In use,330,Gelatin,Gelatina,Gelatin; Enzymatic Hide Gelatin Hydrolysate,GELITA AG Eberbach DE,R1-CEP 2010-372 - Rev 02,TSE,Valid,24/02/2022,,24/02/2022
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,SICHUAN RAYBO BIOTECHNOLOGY CO.; LTD. Sanxingdui Town CN,R1-CEP 2016-182 - Rev 00,TSE,Valid,23/03/2022,,24/03/2022
In use,330,Gelatin,Gelatina,Gelatin; Caustic and lime hide gelatin,SELJEL JELATIN SANAYI VE TICARET A.Ş Istanbul TR,R0-CEP 2021-504 - Rev 00,TSE,Valid,02/06/2022,,02/06/2022
In use,330,Gelatin,Gelatina,Gelatin,HALAVET GIDA SANAYI VE TICARET A.Ş. Istanbul TR,R0-CEP 2022-048 - Rev 00,TSE,Valid,27/06/2022,,27/06/2022
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,ASAHI GELATINE INDUSTRIAL CO.; LTD. Himeji JP,R1-CEP 2016-062 - Rev 00,TSE,Valid,25/08/2022,,25/08/2022
In use,330,Gelatin,Gelatina,Gelatin; Partial alkaline hydrolysis (Type B); bloom values: 80 g; 90 g; 100 g; 120 g; 150 g; 170 g; 190 g; 220 g; 250 g,SICHUAN RAYBO BIOTECHNOLOGY CO.; LTD. Sanxingdui Town CN,R1-CEP 2017-125 - Rev 00,Chemical and TSE,Valid,16/01/2023,,16/01/2023
In use,330,Gelatin,Gelatina,Gelatin; Hide gelatin obtained by acid hydrolysis,ITALGEL S.P.A. Santa Vittoria D'alba IT,R1-CEP 2018-074 - Rev 00,TSE,Valid,10/03/2023,,10/03/2023
In use,330,Gelatin,Gelatina,Gelatin; Limed hide gelatin,ITALGEL S.P.A. Santa Vittoria D'alba IT,R1-CEP 2000-312 - Rev 03,TSE,Valid,15/03/2023,,15/03/2023
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,ROUSSELOT Son NL,R1-CEP 2000-029 - Rev 06,TSE,Valid,06/06/2023,,06/06/2023
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,CARTINO GELATIN COMPANY LIMITED Muang Samut Prakarn TH,CEP 2017-110 - Rev 01,TSE,Valid,10/11/2023,,10/11/2023
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin; bloom value: 240 g,BAOTOU DONGBAO BIO-TECH CO.; LTD. Baotou City CN,CEP 2017-173 - Rev 01,Chemical and TSE,Valid,11/12/2023,,11/12/2023
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,TESSENDERLO GROUP N.V. Vilvoorde BE,CEP 2000-045 - Rev 06,TSE,Valid,24/01/2024,,24/01/2024
In use,330,Gelatin,Gelatina,Gelatin; Limed bone gelatin,BHOPAL GLUES & CHEMICALS PRIVATE LIMITED Bhopal IN,CEP 2019-101 - Rev 01,TSE,Valid,06/06/2024,,06/06/2024
In use,330,Gelatin,Gelatina,Gelatin; Hide gelatin obtained by acid hydrolysis,PB LEINER ARGENTINA S.A. Sauce Viejo AR,CEP 2018-257 - Rev 01,TSE,Valid,17/07/2024,,17/07/2024
In use,330,Gelatin,Gelatina,Gelatin; Limed hide gelatin,GELITA AG Eberbach DE,CEP 2019-192 - Rev 01,TSE,Valid,16/08/2024,,16/08/2024
In use,330,Gelatin,Gelatina,Gelatin; Alkaline hide gelatin; bloom value: 220 g,WEIHAI YINHE BIOLOGICAL TECHNOLOGY CO.; LTD. Weihai CN,CEP 2023-454 - Rev 00,Chemical and TSE,Valid,20/11/2024,,20/11/2024
In use,330,Gelatin,Gelatina,Gelatin; Acid bone gelatin,TESSENDERLO GROUP N.V. Vilvoorde BE,CEP 2008-187 - Rev 01,TSE,Valid,12/02/2025,,12/02/2025
In use,330,Gelatin,Gelatina,Gelatin; Pig hide gelatin; partial alkaline hydrolysis; bloom value 220 g,WEIHAI YINHE BIOLOGICAL TECHNOLOGY CO.; LTD. Weihai CN,CEP 2024-374 - Rev 00,Chemical,Valid,14/03/2025,,14/03/2025
In use,331,Gentamicin sulfate,Gentamicini sulfas,Gentamicin sulfate,Fujian Fukang Pharmaceutical Co.; Ltd. Fuzhou City CN,R1-CEP 1998-155 - Rev 10,Chemical,Valid,18/02/2019,,21/09/2021
In use,331,Gentamicin sulfate,Gentamicini sulfas,Gentamicin sulfate,LEK PHARMACEUTICALS D.D. Ljubljana SI,CEP 2005-121 - Rev 02,Chemical,Valid,21/10/2024,,21/10/2024
In use,332,Heparin calcium,Heparinum calcicum,Heparin calcium,Laboratori Derivati Organici S.p.A. Milano IT,R0-CEP 2002-044 - Rev 01,TSE,Expired,02/03/2005,17/04/2007,02/03/2005
In use,332,Heparin calcium,Heparinum calcicum,Heparin calcium; for parenteral preparations,OPOCRIN SpA  Corlo Di Formigine IT,CEP 2007-211 - Rev 05,Chemical and TSE,Valid,31/07/2024,,14/01/2025
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium,Laboratori Derivati Organici S.p.A. Milano IT,R0-CEP 2002-043 - Rev 01,TSE,Expired,02/03/2005,17/04/2007,02/03/2005
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium,Pharmacia Hepar Inc Franklin US,R0-CEP 2001-034 - Rev 01,TSE,Expired,10/03/2005,28/03/2007,10/03/2005
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; Potency not less than 150 IU/mg (with reference to the dried substance) From porcine origin; Bacterial Endotoxin Free,Changzhou SPL Company; Ltd Wujin; Changzhou City CN,R0-CEP 2004-080 - Rev 00,Chemical,Withdrawn by Holder,03/08/2005,10/03/2009,03/08/2005
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; Potency not less than 150 IU/mg (with reference to the dried substance) From porcine origin; Bacterial endotoxin Free,N.V. ORGANON Oss NL,R1-CEP 2003-163 - Rev 00,Chemical,Withdrawn by Holder,17/07/2009,04/10/2010,17/07/2009
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; Potency not less than 180 IU/mg (with reference to the dried substance) From porcine origin; for parenteral preparations; Far East origin,LEO PHARMACEUTICAL PRODUCTS LTD. A/S Ballerup DK,R1-CEP 2001-445 - Rev 02,Chemical,Withdrawn by Holder,30/03/2011,21/07/2014,30/03/2011
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; Potency not less than 180 IU/mg (with reference to the dried substance) From porcine origin; for parenteral preparations,Scientific Protein Laboratories LLC Waunakee US,R1-CEP 2001-243 - Rev 01,Chemical,Valid,03/05/2011,,08/03/2018
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; For parenteral preparations; European and Chilean origin,LEO PHARMA A/S Ballerup DK,R1-CEP 2001-446 - Rev 03,Chemical,Valid,21/02/2020,,30/05/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; For parenteral preparations,Opocrin SpA - CORLO PLANT Corlo Di Formigine IT,R1-CEP 2002-006 - Rev 09,Chemical,Valid,12/01/2022,,09/01/2025
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; For parenteral preparations,Yantai Dongcheng Biochemicals Co.; Ltd. Yantai CN,R1-CEP 2003-197 - Rev 10,Chemical,Valid,28/09/2022,,13/06/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; For parenteral preparations,Welding GmbH & Co. KG Hamburg DE,R1-CEP 2003-192 - Rev 05,Chemical,Valid,21/07/2023,,18/06/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium,HEBEI CHANGSHAN BIOCHEMICAL PHARMACEUTICAL CO.; LTD. Shijiazhuang CN,CEP 2005-270 - Rev 12,Chemical,Valid,01/03/2024,,18/06/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; For parenteral preparations,OPOCRIN SpA  Corlo Di Formigine IT,CEP 2004-165 - Rev 05,Chemical,Valid,11/07/2024,,11/07/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium,SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO.; LTD. Shenzhen City CN,CEP 2006-059 - Rev 19,Chemical,Valid,27/08/2024,,27/08/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium,HELM PORTUGAL UNIPESSOAL LDA. Carnaxide PT,CEP 2002-012 - Rev 07,Chemical,Valid,27/11/2024,,27/11/2024
In use,333,Heparin sodium,Heparinum natricum,Heparin sodium; For parenteral preparations,NANJING KING-FRIEND BIOCHEMICAL PHARMACEUTICAL CO.; LTD. Nanjing CN,CEP 2005-070 - Rev 11,Chemical,Valid,05/02/2025,,05/02/2025
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate,Pharmacia & Upjohn Company Kalamazoo US,R0-CEP 2000-353 - Rev 00,TSE,Withdrawn by Holder,24/10/2001,24/10/2006,24/10/2006
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate,TIANJIN TIANYAO PHARMACEUTICALS CO.; LTD. Tianjin CN,R1-CEP 2002-121 - Rev 03,Chemical,Valid,05/10/2012,,11/09/2014
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate,TIANJIN JINJIN PHARMACEUTICAL CO.; LTD. Zhangjiawo Town CN,R1-CEP 2008-085 - Rev 00,Chemical,Valid,20/10/2016,,20/10/2016
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate,Farmabios SpA Gropello Cairoli IT,R0-CEP 2018-171 - Rev 00,Chemical,Valid,15/06/2020,,20/08/2024
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate,Farmabios SpA Gropello Cairoli IT,R0-CEP 2020-135 - Rev 00,Chemical,Valid,15/06/2020,,15/06/2020
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate,CURIA SPAIN S.A.U. Boecillo ES,R0-CEP 2019-270 - Rev 01,Chemical,Valid,25/08/2021,,25/08/2021
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Process 2,EUROAPI FRANCE Vertolaye FR,R1-CEP 2012-355 - Rev 01,Chemical,Valid,16/12/2021,,16/12/2021
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Process B,TIANJIN JINJIN PHARMACEUTICAL CO.; LTD. Zhangjiawo Town CN,R0-CEP 2022-465 - Rev 00,Chemical,Valid,23/03/2023,,23/03/2023
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Micronised; sterile,Farmabios SpA Gropello Cairoli IT,R0-CEP 2021-456 - Rev 00,Chemical,Valid,18/04/2023,,18/04/2023
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Micronised; Grades I and II,SYMBIOTEC PHARMALAB PRIVATE LIMITED Indore IN,CEP 2016-228 - Rev 02,Chemical,Valid,27/10/2023,,27/10/2023
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Micronised,NEWCHEM S.p.A. Milano IT,CEP 2022-101 - Rev 00,Chemical,Valid,29/11/2023,,29/11/2023
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Micronised,EUROAPI FRANCE Vertolaye FR,CEP 1996-053 - Rev 09,Chemical,Valid,26/06/2024,,26/06/2024
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Micronised; alternative process,Farmabios SpA Gropello Cairoli IT,CEP 2024-068 - Rev 00,Chemical,Valid,31/07/2024,,31/07/2024
In use,334,Hydrocortisone acetate,Hydrocortisoni acetas,Hydrocortisone acetate; Micronised,PHARMACIA & UPJOHN COMPANY LLC Kalamazoo US,CEP 2002-160 - Rev 05,Chemical,Valid,11/12/2024,,11/12/2024
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone,Pharmacia & Upjohn Company Kalamazoo US,R0-CEP 2000-354 - Rev 00,TSE,Withdrawn by Holder,24/10/2001,24/10/2006,24/10/2006
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Micro 20,BAYER AG Leverkusen DE,R1-CEP 2000-099 - Rev 02,Chemical,Valid,01/03/2017,,01/03/2017
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Micronised; non-micronised,TIANJIN JINJIN PHARMACEUTICAL CO.; LTD. Zhangjiawo Town CN,R1-CEP 2015-033 - Rev 00,Chemical,Valid,25/11/2021,,25/11/2021
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone,EUROAPI FRANCE Vertolaye FR,R1-CEP 1996-052 - Rev 07,Chemical,Withdrawn by Holder,16/12/2021,04/12/2024,16/12/2021
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Micronised; process 2,EUROAPI FRANCE Vertolaye FR,R1-CEP 2012-163 - Rev 01,Chemical,Valid,16/12/2021,,16/12/2021
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Process B; micronised; non-micronised,TIANJIN JINJIN PHARMACEUTICAL CO.; LTD. Zhangjiawo Town CN,R0-CEP 2021-048 - Rev 01,Chemical,Valid,05/05/2022,,06/05/2022
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Non-micronised; micronised,PHARMACIA & UPJOHN COMPANY LLC Kalamazoo US,R1-CEP 2002-220 - Rev 02,Chemical,Valid,23/03/2023,,23/03/2023
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone,HENAN LIHUA PHARMACEUTICAL CO.; LTD. Anyang CN,R0-CEP 2022-264 - Rev 00,Chemical,Valid,22/08/2023,,22/08/2023
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Micronised,SYMBIOTEC PHARMALAB PRIVATE LIMITED Indore IN,CEP 2018-054 - Rev 02,Chemical,Valid,15/04/2024,,15/04/2024
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone,ZHEJIANG PURE PHARMACEUTICAL CO.; LTD. Xianju CN,CEP 2017-208 - Rev 01,Chemical,Valid,19/07/2024,,19/07/2024
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone,ZHEJIANG XIANJU PHARMACEUTICAL CO.; LTD. Xianju CN,CEP 2018-239 - Rev 02,Chemical,Valid,25/09/2024,,25/09/2024
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone,CURIA SPAIN S.A.U. Boecillo ES,CEP 2018-045 - Rev 02,Chemical,Valid,21/10/2024,,21/10/2024
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Micronised,EUROAPI FRANCE Vertolaye FR,CEP 2019-166 - Rev 03,Chemical,Valid,25/11/2024,,25/11/2024
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Non-micronised; micronised,SHANDONG XINHUA PHARMACEUTICAL CO.; LTD. Zibo CN,CEP 2019-176 - Rev 01,Chemical,Valid,17/01/2025,,17/01/2025
In use,335,Hydrocortisone,Hydrocortisonum,Hydrocortisone; Process II; Non-micronised and Micronised,ZHEJIANG XIANJU PHARMACEUTICAL CO.; LTD. Xianju CN,CEP 2024-440 - Rev 00,Chemical,Valid,04/02/2025,,04/02/2025
In use,336,Hydroxyethylcellulose,Hydroxyethylcellulosum,,,,,,,,
In use,337,Hydroxypropylcellulose,Hydroxypropylcellulosum,,,,,,,,
In use,338,Human normal immunoglobulin for intramuscular administration,Immunoglobulinum humanum normale ad usum intramusculum,,,,,,,,
Suppressed from the Ph. Eur.,339,Clostridium novyi alpha antitoxin for veterinary use,Immunoserum Clostridii novyi alpha ad usum veterinarium,,,,,,,,
In use,34,Viscose wadding; absorbent,Lanugo cellulosi absorbens,,,,,,,,
Suppressed from the Ph. Eur.,340,Clostridium perfringens beta antitoxin for veterinary use,Immunoserum Clostridii perfringentis beta ad usum veterinarium,,,,,,,,
Suppressed from the Ph. Eur.,341,Clostridium perfringens epsilon antitoxin for veterinary use,Immunoserum Clostridii perfringentis epsilon ad usum veterinarium,,,,,,,,
Suppressed from the Ph. Eur.,342,Swine erysipelas immunoserum,Immunoserum erysipelatis suillae,,,,,,,,
In use,343,Tetanus antitoxin for veterinary use,Immunoserum tetanicum ad usum veterinarium,,,,,,,,
In use,344,Maize starch,Maydis amylum,,,,,,,,
In use,345,Methylcellulose,Methylcellulosum,Methylcellulose,THE DOW CHEMICAL COMPANY Midland US,R1-CEP 2000-007 - Rev 01,Chemical,Withdrawn by Holder,24/06/2011,09/01/2019,19/06/2014
In use,346,Methylhydroxyethylcellulose,Methylhydroxyethylcellulosum,,,,,,,,
In use,347,Hypromellose phthalate,Hypromellosi phthalas,Hypromellose phthalate,LOTTE FINE CHEMICAL CO.; LTD. Incheon KR,R1-CEP 2012-107 - Rev 00,Chemical,Valid,26/06/2018,,26/06/2018
In use,348,Hypromellose,Hypromellosum,Hypromellose,THE DOW CHEMICAL COMPANY Midland US,R1-CEP 2000-006 - Rev 01,Chemical,Withdrawn by Holder,05/01/2011,09/01/2019,19/06/2014
In use,348,Hypromellose,Hypromellosum,Hypromellose; 2208; 2906; 2910,LOTTE FINE CHEMICAL CO.; LTD. Incheon KR,R1-CEP 2012-106 - Rev 00,Chemical,Valid,26/06/2018,,17/01/2019
In use,348,Hypromellose,Hypromellosum,Hypromellose; E50; 2910; 50 mPa.s,ANHUI SUNHERE PHARMACEUTICAL EXCIPIENTS CO.; LTD. Huainan CN,R0-CEP 2017-299 - Rev 00,Chemical,Expired,20/09/2019,16/10/2024,20/09/2019
In use,348,Hypromellose,Hypromellosum,Hypromellose; E6; 2910; 6 mPa.s,ANHUI SUNHERE PHARMACEUTICAL EXCIPIENTS CO.; LTD. Huainan CN,R0-CEP 2022-472 - Rev 00,Chemical,Valid,08/02/2023,,08/02/2023
In use,349,Rice starch,Oryzae amylum,,,,,,,,
Suppressed from the Ph. Eur.,35,Viscose wadding; absorbent sterile,Lanugo cellulosi absorbens sterilis,,,,,,,,
In use,350,Pancreas powder,Pancreatis pulvis,Pancreas powder; Powder-Granules-Granules F. From Porcine origin,SANDOZ GMBH Kundl AT,R1-CEP 2001-215 - Rev 02,Chemical,Withdrawn by Holder,26/11/2010,01/06/2022,29/11/2010
In use,350,Pancreas powder,Pancreatis pulvis,Pancreas powder; From porcine origin,NORDMARK PHARMA GMBH Uetersen DE,CEP 2001-280 - Rev 04,Chemical,Valid,20/11/2024,,20/11/2024
In use,351,Paraldehyde,Paraldehydum,,,,,,,,
In use,352,Phthalylsulfathiazole,Phthalylsulfathiazolum,,,,,,,,
In use,353,Prednisolone,Prednisolonum,Prednisolone,Henan Lihua Pharmaceutical Co.; Ltd. Anyang CN,R0-CEP 2001-345 - Rev 01,Chemical,Expired,12/11/2004,15/12/2008,12/11/2004
In use,353,Prednisolone,Prednisolonum,Prednisolone; Micronised,PFIZER INC. New York City US,R1-CEP 1999-086 - Rev 03,Chemical and TSE,Withdrawn by Holder,16/05/2014,20/12/2016,16/05/2014
In use,353,Prednisolone,Prednisolonum,Prednisolone,TIANJIN TIANYAO PHARMACEUTICALS CO.; LTD. Tianjin CN,R1-CEP 2002-108 - Rev 04,Chemical,Valid,10/03/2020,,10/06/2020
In use,353,Prednisolone,Prednisolonum,Prednisolone; Process A,HENAN LIHUA PHARMACEUTICAL CO.; LTD. Anyang CN,R1-CEP 2014-153 - Rev 01,Chemical,Valid,08/06/2020,,10/02/2025
In use,353,Prednisolone,Prednisolonum,Prednisolone,ZHEJIANG XIANJU PHARMACEUTICAL CO.; LTD. Xianju CN,R1-CEP 2004-062 - Rev 04,Chemical,Valid,24/09/2020,,24/09/2020
In use,353,Prednisolone,Prednisolonum,Prednisolone; Process II,TIANJIN TIANYAO PHARMACEUTICALS CO.; LTD. Tianjin CN,R0-CEP 2020-217 - Rev 00,Chemical,Valid,05/11/2020,,05/11/2020
In use,353,Prednisolone,Prednisolonum,Prednisolone; Micronised; process 2,EUROAPI FRANCE Vertolaye FR,R1-CEP 2012-381 - Rev 01,Chemical,Valid,17/12/2021,,25/03/2022
In use,353,Prednisolone,Prednisolonum,Prednisolone,EUROAPI FRANCE Vertolaye FR,R2-CEP 1992-015 - Rev 05,Chemical and TSE,Valid,17/12/2021,,17/12/2021
In use,353,Prednisolone,Prednisolonum,Prednisolone,JIANGSU GRAND XIANLE PHARMACEUTICAL CO.; LTD. Yancheng CN,R1-CEP 2015-087 - Rev 00,Chemical,Valid,01/03/2022,,22/11/2024
