ceapp_id_supplier,ceapp_id_supplier_site,ceapp_supplier_name,ceapp_supplier_site_name
43,107,Lonza,Lonza Inc. Tampa
380,993,Ethypharm,Ethypharm S.A. - Site ZI de Saint Arnoult
789,1643,Butterworth Laboratories,Butterworth Laboratories Ltd
995,1872,CCRC Medtech,"CCRC Medtech (Shanghai) Co., Ltd."
1760,2815,Chromo Laboratories,Chromo Laboratories Private Limited
265,582,Hetero Laboratories,Hetero Drugs Limited - Unit 1
1330,2266,Jiangxi Synergy Pharma,Jiangxi Synergy Pharmaceutical Co. Ltd - Unit 888
1184,2111,Gansu Qilianshan Pharmaceutical,Gansu Qilianshan Pharmaceutical
187,414,Virupaksha Organics,Virupaksha Organics Ltd. - Unit 1
2487,3681,Nobian,Dansk Salt A/S
889,1755,Folium Europe,Folium Biosciences Europe B.V.
852,1710,Bioster,"Bioster, a.s."
1779,2840,Nitro Química,Companhia NitroQuímica Brasileira
1961,3072,GTS Solution,G.T.S. Solution S.R.L
325,866,Apex Healthcare,Apex Healthcare LTD. - Plot No-4711
2567,3809,SHINE Technologies,SHINE Technologies Inc - Site Janesville
1545,2513,Zhejiang Huaha,Zhejiang Huahai Pharmaceutical Co. Ltd. - Site Chuannan
2437,3633,Solabia Group,UCIB-Solabia
1278,2210,Henan Dongtai Pharmaceutical,"Henan Dongtai Pharmaceutical Co., Ltd"
166,318,Rovipharm,Rovipharm
264,573,DSV,DSV Air & Sea SAS
2056,3165,Luye Pharma,Luye Pharma AG
2011,3117,Intercept Medical,Intercept Medical LLC dba Laminated Films and Packaging
1813,2888,Coral Drugs,Coral Drugs Pvt. Ltd.
286,707,Siegfried,Siegfried St. Vulbas SAS
359,936,Carlo Erba Reagents,Carlo Erba Reagents S.A.S. - Site Peypin
23,73,Athena Drug Delivery,Athena Drug Delivery Solutions PvT Ltd
1796,2622,Infor,Infor Deutschland GmbH
1759,2814,Chiracon,Chiracon GmbH
267,597,Olon,Olon S.p.A. - Site Rodano
1235,2832,Colorcon,Colorcon Asia Pvt. Ltd.
413,1081,Intas Pharmaceuticals Limited,Intas Pharmaceuticals Limited - Plot 457/458
302,775,Linde,Linde Inc. Loveland Air Separation Plant
2050,3157,Lichtenheldt,Lichtenheldt GmbH
1397,3501,Shandong Lukang Pharmaceutical,"Shandong Lukang Pharmaceutical Co., Ltd."
811,1667,Beckman Coulter,Beckman Coulter Inc.
956,1826,AUM Industries,AUM Industries Private Limited
1953,3062,Jayco Chemical Industries,Jayco Chemical Industries
1170,2095,Chongqing Southwest Pharmaceutical Factory,"Chongqing Southwest No.2 Pharmaceutical Factory Co., Ltd"
544,1366,USV Private,USV Private Ltd. - Site Dabhel
304,786,Kuehne + Nagel,Kühne + Nagel AG
1955,3064,JC Analytical,JC Analytical Limited
528,2675,STERIS,Steris Swiss - Site Däniken
308,799,Daikyo Seiko,"Daikyo Seiko, Ltd - Plant Tokyo"
1031,1917,Umicore,Umicore Argentina SA
1691,2732,AMW Group,AMW GmbH
139,296,Otto Brandes,Otto Brandes GmbH
1075,1971,Laboratoria Wolfs,Laboratoria Wolfs NV
22,67,Berry Global,"Berry Global, Inc  - Site Franklin"
1494,2455,Tianjin Dongda Chemical Group,"Tianjin Dongda Chemical Group Co.,Ltd"
1273,2178,Henkel Corporation,Henkel US - Site Salisbury
1426,2375,Sinopep,Sinopep - Allsino Biopharmaceutical Co. Ltd
1135,2050,Planzer Holding,Planzer Transport AG - Site Basel-Flughafen
1192,2119,Hangzhou TianQu Biological Tech,"Hangzhou TianQu Biological Tech Co., Ltd"
2229,3399,RMC Consult,RMC Consult GmbH & Co. KG
548,1374,Zuellig Pharma,Zuellig Pharma Specialty Solutions (India) Private Limited
271,648,Zydus Lifesciences,Zydus Lifesciences Limited - Unit 1
189,419,Evonik,Evonik Rexim Nanning Pharmaceutical Co. Ltd
655,1502,Dr. Nibler & Partner,Dr. Nibler & Partner
596,1438,Virospack,Virospack SLU
1519,2482,Xinyu Pharmaceutical,"Xinyu Pharmaceutical Co., Ltd."
69,158,Jacobi Carbons,Jacobi Carbons
54,132,Cipla,Cipla Verna - Unit I
1679,2711,Alpha Pharma Industries,"Alpha Pharma Industries, KSA."
225,390,Tecnoglass,TECNOGLAS S.A.
779,1632,Alkyl Amines,Alkyl Amines Chemicals Ltd.
290,728,Sartorius Stedim,Sartorius Stedim Plastics GmbB
123,581,Eurofins,Eurofins Spinnovation Analytical BV
335,887,Biocon Limited,Biocon Limited - Site Telangana
588,1428,Watson-Marlow Pumps Group,"Watson Marlow America Manufacturing, Inc."
305,791,Klöckner,Klöckner Pentaplast Thailand Ltd
93,212,Dr. Reddy’s Laboratories,Dr. Reddy's Laboratories Ltd. - Unit 5
1802,2861,ARR Molecules,ARR Molecules Ltd
1499,2460,Tianjin Weijie Pharmaceutical,"Tianjin Weijie Pharmaceutical Co., Ltd"
1766,2822,Cliantha Research,Cliantha Corporate - Site Gujarat
1022,1906,Van Moer Group,Van Moer Rail Hazop NV
2033,3147,Jungbunzlauer,Jungbunzlauer Ladenburg GmbH
2515,3739,SantaPharm,Santa SA
269,638,World Courier,World Courier Italia S.r.l.
2130,3244,Nuvisan,Nuvisan GmbH
184,2631,Sun Pharmaceutical,Sun Pharmaceutical Industries Ltd. - Site Ankleshwar
1716,2759,Aragogamma,"Aragogamma, S.L."
2296,3366,Quanticate,Quanticate UK - Site Hitchin
121,1176,Movianto,Movianto Belgium NV
1565,2541,Zhongshan Belling Biotechnology,"Zhongshan Belling Biotechnology Co., Ltd."
2054,3163,Lusochimica,Lusochimica S.P.A.
2097,3271,NAMSA,Medical Device Contract Research Organization - Site Northwood
2523,3750,Lindopharm,Lindopharm - Site Hilden
347,910,Concord Biotech Limited,Concord Biotech Limited - Unit III
263,611,Drug Plastics and Glass Co,"Drug Plastics and Glass Co., Inc. - Site Boyertown"
1965,3039,Apace Packaging,"Apace Packaging, LLC"
390,1022,Thermo Fisher Scientific,Fisher Scientific GmbH
612,1453,Acphis,Acphis GmbH &amp; Co. KG
223,2618,Tamro,Tamro AB - Site Hisings Backa
282,684,Sterling Pharma Solutions,Sterling Pharma Solutions Limited - Site Ringaskiddy
152,327,Sanofi,Sanofi Distribution Centre
1537,2504,Zhejiang Yongtai Technology,"Zhejiang Chiral Medicine Chemicals Co.,Ltd."
737,1588,Exxonmobil Chemical,Exxonmobil Chemical France
1011,1894,Uranus Chemicals,"Uranus Chemicals Co., Ltd."
255,506,BASF,BASF Antverpen NV
1357,2294,Nanjing Hencer Pharmaceutical,"Nanjing Hencer Pharmaceutical Co., Ltd."
1467,2425,KTL Spedition,KTL Int. Spedition GmbH
1032,3056,Italmatch Chemicals,"Italmatch Chemicals, UK - Site Newport"
834,2928,Biofac,Danipharm A/S
3,839,ACG,ACG Pharmapack Pvt. Ltd.
2629,3851,µ-Tec,My-Tec GmbH
2505,3724,Industrias Químicas Olive,Industrias Químicas Olive
1582,2609,SyriMed,"Syri Limited, trading as SyriMed"
2349,3495,Depec,Servicios DEPEC S.L.
1281,2215,Hisun Pharmaceuticals,"Hisun Pharmaceutical (Hangzhou) Co., Ltd"
22,3654,Berry Global,Berry Global -  Quebec
745,1597,Ferak Berlin,Ferak Berlin GMBH
399,1052,Givaudan,Givaudan France Naturals SAS - Site Avignon
1054,1944,Transmare Chemie,Transmare Chemie NV
188,1734,EVA Pharma,EVA Pharma for Pharmaceutical Industries Com.
600,1441,Viswa Laboratories,Viswa Laboratories Pvt Ltd
1125,3059,ITW Reagents,ITW Reagent Germany - Site Darmstadt
1789,2848,Laboratorios VIR,Industria Quimica Y Farmaceutica Vir Sa
1847,2912,Curtec,Curtec International B.V.
227,403,Tigro Industries,Tigro Industries NV
946,1816,AST Kunststoffverarbeitung,AST Kunststoffverarbeitung GmbH
449,1154,Macsen Labs,Macsen Laboratoires
2294,3447,Samhwa Biopharm,"Samhwa Biopharm Co., Ltd"
584,1422,Yash Rasayan and Chemicals,Yash Rasayan and Chemicals
269,632,World Courier,World Courier Colombia
1504,2466,Weifang Dudeli Chemical Industry,Weifang Dudeli Chemical Industry Co. Ltd.
537,1352,THI,THI Total Healthcare Innovation Italia SRL
2216,3377,Ramdev Chemical,Ramdev Chemical Pvt. Ltd.
601,1442,Vital Laboratories,Vital LaboratoriesPvt Ltd
1124,3921,Panpharma,PanPharma - Fougeres
2680,3920,Kwk-braun GmbH,KWK Braun
1905,2987,Pfizer,Pfizer Inc - Site Kalamazoo
2686,3931,Eunsung Global,Eunsung Global
2683,3926,Metalco-Alupack,Metalco
2690,3935,Allnex,Allnex Austria
2691,3936,Harzer Zinkoxide GmbH,Harzer Zinkoxide
2702,3949,Metronomia Clinical Research,Metronomia Clinical Research
2707,3953,MFCI,MFCI
310,3958,Dachser,DACHSER SE Logistikzentrum
2716,3966,Shanghai Ajinomoto Amino Acid,Shanghai Ajinomoto Amino Acid
2713,3961,IMCD Swizerland - Zurich,IMCD Swizerland - Zurich
279,679,Symed Laboratories,Symed Laboratories Ltd. - Unit II
2718,3968,Palladio Group Thiene,Palladio Group Thiene
2723,3978,Wickham Micro,Wickham Micro
2632,3980,Hansoh Pharma,Jiangsu Hansoh Pharmaceutical Group - Dongjin Site
411,3981,INEOS Pharma,INEOS Solvents Germany
2733,3996,TIBA,TIBA Spain
2734,3997,Gangwal Healthcare,Gangwal Healthcare
2727,3987,Zenovel,Zenovel
125,281,Nanomol Technologies,Nanomol Technologies S.L.
2731,3994,Galenica,Galenica - Chalkida
657,1504,Dr. Paul Lohmann,Dr. Paul Lohmann GmbH KG
21,50,Teva API,TEVA Czech Industries S.R.O.
2743,4010,LARA SPIRAL,CEDRA
2742,4009,OKAM,OKAM
447,1150,MACCO Organiques,"MACCO Organiques Czech, s.r.o."
2009,4017,Athena Pharmaceutiques,Athena Pharmaceutiques
2411,3596,Südwestdeutsche Salzwerke,Südwestdeutsche Salzwerke AG
182,364,Solvay,Solvay Thai
423,1113,Jubilant Pharma,Jubilant Pharmova Limited - Site Nanjangud
2753,4034,Tianhe Pharmaceutical,Yangzhou Tianhe Pharmaceutical
1787,4036,Inden Pharma,Inden - Alpla Markdorf
254,504,Faller Packaging,August Faller sp z o.o.
498,4043,Qualicaps,Qualicaps Europe
2757,4040,Tropack Packmittel,Tropack Packmittel
2759,4044,Phytocontrol,Phytocontrol
252,4047,Aurobindo Pharma Limited,APL Swift Services
2156,4052,PHOENIX Group,PHOENIX Lekarensky Velkoobchod s.r.o. - Praha
411,4049,INEOS Pharma,INEOS Hull Manufacturing
2760,4048,Gehrlicher,Gehrlicher Pharmazeutische Extrakte
540,1355,Torrent Group,Torrent Pharmaceuticals Limited - Site Baddi
2767,4059,All-Plus Chemical,All Plus Chemical
2771,4063,Yangzhou Medline Industry,Yangzhou Medline Industry
2778,4076,AVAS Pharmaceuticals,AVAS Pharmaceuticals
834,4070,Biofac,Danipharm A/S - Kastrup
254,2998,Faller Packaging,Pharma Print Kft. - Site Debrecen
1020,4078,Valpharma Group,Valpharma International S.p.A. - San Marino
316,4082,Acino,Acino Pharma AG - Aesch
2789,4096,Reactivos Para Diagnostico,REACTIVOS PARA DIAGNOSTICO
2781,4083,Famar Group,Famar Avlona 49
2787,4092,Camlin Fine Sciences,Camlin Fine Sciences
2762,4084,Magnum Medical,Magnum Medical - Riga
223,4079,Tamro,Tamro SIA - Riga
1990,3096,IMA Group,IMA Sarong SRL
467,1199,Novacyl,Novacyl SAS
1750,2804,Mérieux NutriSciences,Chelab Srl
159,312,Procos,Procos S.p.a.
386,1013,Fagron,Fagron Service Nothern Europe Sp. zo.o. - Site Trzebinia
2446,3647,YS Life Science,"YS Life Science Co., Ltd"
183,368,SpecGx,SpecGx LLC
1107,2007,Lofarma,Lofarma S.p.A.
2791,4098,Margi,Margi
2790,4097,Zhejiang Supor Pharmaceuticals,Zhejiang Supor Pharmaceuticals
2646,4103,August Faller A/S,August Faller - Site Gebesee
2794,4102,Cliniserve,Cliniserve
959,4104,Autajon Group,Autajon Labels Belgium
2013,3119,Interlabor,Interlabor Belp AG
102,203,Linnea SA,Linnea Sa
1680,2712,Alpha-Pharma-Service,Alpha-Pharma-Service GmbH
371,973,DuPont,DuPont DSP SAS - Site Chauny
1155,2075,Changzhou Sunlight Pharmaceutical,"Changzhou Sunlight Pharmaceutical Co., Ltd."
2798,4112,Ningbo Green Health Pharmaceuticals,Ningbo Green Health Pharmaceuticals
2797,4110,Industrial Quimica Lasem (IQL),Industrial Quimica Lasem
2804,4129,Vink Chemicals,Vink Chemicals
928,4132,GLS Group,GLS General Logistics System
2808,4137,Anuja,Anuja Healthcare
75,173,Datwyler,Datwyler Pharma Packaging Belgium
75,175,Datwyler,Datwyler Pharma Packaging Deutschland
787,1641,Amino,Amino GmbH
108,224,Medichem,Medichem S.A.
200,459,Haupt Pharma,Haupt Pharma Münster GmbH
1675,2706,Alltub Group,Alltub Deutschland GmbH
239,427,Axplora,Farmabios S.P.A.
128,286,Nemera,Nemera France - Site La Verpillière
2484,3677,Biofarma Logistik,Biofarma Logistik A/S
2815,4142,Porvair Sciences,Porvair Sciences
573,1407,Wacker Chemie,Wacker Chemical Corporation - Site Eddyville
2819,4146,Springpart Manufacturing,Springpart Manufacturing
2818,4145,Lübke & Vogt,Lübke & Vogt
2826,4157,Aurora,Aurora
2823,4154,Seevent Plastics,Seevent Plastics
189,4150,Evonik,Evonik Hanau (ex AQura GmbH)
1595,4151,Montebello Packaging,Montebello - Site Harrisonburgh
508,4012,Schott,SCHOTT Pharma Serbia
268,4160,West Pharmaceutical Services,West Pharmaceutical Services - Contract Manufacturing LLC
2829,4161,Laboratoires Anios,Laboratoires Anios
201,463,Nipro,Nipro PharmaPackaging Germany GmbH
1735,4169,BD Medical-Pharmaceutical Systems,bd medical surgical
2831,4170,Dupol Next,Dupol Next
1513,2477,WuXi AppTec,"Wuxi Apptec (Suzhou) Co., Ltd."
476,1215,Patheon,Patheon France S.A.S.
104,4180,Divi's,Divi's Laboratories Limited
2834,4173,Promepla ,Promepla (Emotechnic (Manufacturing Site Morocco)
123,275,Eurofins,"Eurofins Lancaster Laboratories, LLC."
283,688,Sri Krishna Pharmaceuticals,Sri Krishna Pharmaceuticals Limited - Unit I
2846,4194,L. Molteni & C.Dei Fratelli Alitti SpA,L. Molteni & C.Dei Fratelli Alitti SpA
4,4208,ACS Dobfar,ACS Dobfar S.p.A. - Site Tribiano D3
2847,4195,AB Arnaldo Bassi,AB Arnaldo Bassi
74,4204,Curia Global,Curia Global - Albany
186,408,Unichem Laboratories,Unichem Laboratories Ltd. - Site Kolhapur
97,199,Laboratorios Argenol,Laboratorios Argenol SL
2764,4054,Ind-Swift Laboratories,Ind-Swift
2862,4227,Virusure Forschung und Entwicklungs GmbH,ViruSure Forschung und Entwicklungs GmbH
2858,4214,Vortex Healthcare,Vortex
2855,4210,SANRISIL,SANRISIL
2865,4232,IDD EXPERT,IDD-Xpert
2859,4221,TPV Compound SPA,TPV Compound SPA
2872,4242,Charles Tennant Ireland,Charles Tennant Ireland
2879,4254,Vitablend,Vitablend Nederland
2191,4253,Musim Mas,Dutch Glycerin Refinery
2884,4265,ANPHAR LABORATORIES,Anphar Laboratories
2883,4264,Medinova AG,Medinova AG
2885,4273,Bonapace,Bonapace
2810,4267,PDI International,PDI
2890,4282,ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA,ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA
2881,4261,Shanghai Ziyuan Pharmaceutical Co. Ltd.,Shanghai Ziyuan Pharmaceutical Co. Ltd.
693,4274,Emerald Performance Materials,"Emerald Kalama Chemical, LLC"
2902,4303,ALZO International Inc.,ALZO International Inc. - Sayreville
2896,4296,Rubin Mühle,Rubin Mühle GmbH
2,4289,Actylis (Aceto),Syntor Fine Chemicals Ltd. - Runcorn
2906,4309,FUJIFILM Manufacturing Europe B.V.,FUJIFILM Manufacturing Europe B.V.
2915,4320,ERCE MEDICAL,ERCE MEDICAL
2924,4333,Distrisante,Distrisante
2939,4355,ATA Pharma,ATA Pharma
2934,4348,Arabian Trade House,Arabian Trade House
2929,4342,Prinova,Prinova
314,4356,Aptar,Aptar Le Vaudreuil
290,4347,Sartorius Stedim,Sartorius Stedim New Oxford
2927,4336,HygCen Germany,HygCen Germany
2928,4338,Mefar Ilaç Sanayii,Mefar Ilaç Sanayii
2935,4349,Parnell,Parnell
2942,4359,Orkla Care,Orkla Care
2945,4364,Holland Tank Services,Holland Tank Services
2951,4370,Tessenderlo Group,Tessenderlo Group
2954,4373,Yusen Logistics,Yusen Logistics
2952,4374,Olive Healthcare,Olive Healthcare
2958,4379,Distillerie Hauguel SA,Distillerie Hauguel SA
2967,4394,Scanpharm A/S,Scanpharm A/S
2966,4393,Union Derivan SA,Union Derivan SA
2964,4390,Mitsui Chemicals,Mitsui Chemicals
2968,4396,Shandong Anxin Pharmaceutical Co.,Shandong Anxin Pharmaceutical Co. - Donjia site
451,4385,Mangalam Drugs & Organics,Mangalam Drugs & Organics LTD.
2636,4381,Eigenmann & Veronelli,Eigenmann & Veronelli S.p.A.
2130,4387,Nuvisan,Nuvisan GmbH
2969,4397,Imerys Talc Italy SpA,IMERYS TALC ITALY
2981,4415,MIKROCHEM,MIKROCHEM spol
2978,4412,Vitalmed,Vitalmed
21,4413,Teva API,Pliva Croatia Ltd.
2977,4411,Hubei Lianchang new material Co,"Hubei Lianchang new material Co., Ltd"
2970,4398,MIP Pharma GmbH,MIP Pharma GmbH
1653,3153,Leca Graphics,Leca Packaging S.A. - Site San Fernando de Henares
636,1480,Alcaliber,"Alcaliber, S.A."
880,1746,Finorga,Finorga SAS
123,579,Eurofins,Eurofins Hygiene Hospitaliere Sud
1608,2576,Milan Laboratories,Milan Laboratories Pvt. Ltd. - Site Panvel
448,1151,Veranova Group,MacFarlan Smith Ltd - Site Edinburgh
4,3691,ACS Dobfar,"ACS Dobfar S.p.A. - Site Tribiano, Milano"
1803,2862,bene-Arzneimittel,bene-Arzneimittel GmbH
1952,3061,Jasika,Jasika d.o.o.
7,16,ALS Global,ALS Scandinavia
364,956,decontam,decontam GmbH - Site Bad Windsheim
456,1168,Mayr-Melnhof Packaging,MM Packaging USA - Site Clayton
2167,3290,Beauty Cosmetics,PL Beauty Cosmetics Kft.
1578,2613,Taiwan Major Chemical & Pharmaceutical Corp,Taiwan Major Chemical & Pharmaceutical CORP
1246,2175,Help Pharma,Help Pharmaceuticals
1101,2000,Lipoid-Gruppe,Lipoid GmbH
1365,2303,Ningbo Xingya Rubber & Plastic,"Ningbo Xingya Rubber & Plastic Co., LTD"
497,2330,Qilu Pharmaceutical,"Shandong Anhong Pharmaceutical Co., Ltd."
2305,3465,Saurav Chems,Saurav Chemicals Ltd
1630,2548,Medison Pharma,Medison Pharma Limited
380,994,Ethypharm,Ethypharm S.A. - Site Grand Quevilly
595,1436,Virchow Group,Virchow Laboratories Ltd.
312,815,Cargill,Cargill GmbH
289,717,DB Schenker,Schenker Logistics Bangladesh Limited
290,723,Sartorius Stedim,Sartorius Stedim Biotech GmbH
1210,2140,Glenroy,GlenRoy Inc - Site Menomonee Falls
1113,2013,Loxxess Pharma,Loxxess Pharma GmbH
809,2796,Carl Roth,Carl Roth GmbH & Co. KG
1043,1933,Univar Solutions,Univar Solutions Inc - Site Denver
286,704,Siegfried,Siegfried Hameln GmbH
255,507,BASF,BASF Beauty Care Solutions France S.A.S
786,1640,Minerals Technologies,American Colloid Company
2501,3719,Micronisierungs-Kontor,Micronisierungs-Kontor Oberrot
257,525,Brenntag,Brenntag S.A. - Maine Bretagne
2543,3780,Pharmacosmos,Pharmacosmos A/S - Site Holbaek
152,328,Sanofi,Sanofi Winthrop Industrie - Site Aramon
579,1417,Witoplast,Witoplast Kisielińscy Spółka Jawna
1769,3751,Clinigen Group,Equity Pharmaceuticals South Africa
2007,3114,Inovapotek,"Inovapotek, Pharmaceutical Research & Development Lda."
357,930,BENEO,BENEO-Palatinit GmbH
308,802,Daikyo Seiko,"Daikyo Seiko, Ltd - Sano Sakae Plant"
1572,2627,Tata Chemicals,Tata Chemicals Europe
1794,3191,Infarmade,Infarmade SL
2222,3388,Reichert Haircompany,Reichert Haircompany GmbH
1713,2758,Aragen Life Sciences,Aragen Life Sciences Pvt Ltd - Unit 1
1554,2529,Zhejiang Sheng Xiao Chem,"Zhejiang Sheng Xiao Chem. Co., Ltd"
1167,2092,Kangle Pharmaceutical Group,"Zhejiang Kangle Pharmaceutical Co., Ltd."
116,755,Merck,Merck Millipore - Site Massachusetts
1880,2961,OREX Pharma,Orex Pharma Pvt. Ltd
293,739,Novartis,Novartis Pharma Schweizerhalle AG
2257,3367,quantiQ Distribuidora,QuantiQ Distribuidora LTDA
347,909,Concord Biotech Limited,Concord Biotech Limited - Site Dholka
2134,3227,OEDIV,Oetker Daten- und Informationsverarbeitung KG
252,3660,Aurobindo Pharma Limited,Aurobindo Pharma Limited - Andhra Pradesh
2,4,Actylis (Aceto),Aceto GmbH
193,425,F. & A. Pharma-Handels,F. & A. Pharma-Handels GmbH -  Site Reken
109,225,Medicopack,Medicopack A/S
1216,3027,Grupo Consist,Grupo Consist S.A.
360,938,Chr. Olesen,Chr. Olesen Synthesis A/S
482,1231,Eaton Corporation,EATON Technologies GmbH
2528,3759,Schweizer Salinen,Schweizer Salinen AG
1855,2925,Daewoong,Daewoong Bio Inc
2465,3562,Spolchemie,Spolchemie a.s.
2003,3109,Innotaste,Innotaste GmbH
320,855,AGQ Labs,"Alkemi, SA - Site Burguillos"
619,1460,Aero Pump,Aero Pump GmbH
940,1810,Harika Drugs,Harika Drugs Pvt. Ltd.
394,1033,Freudenberg,Freudenberg Medical Europe GmbH
1619,2561,Metalchimica Group,Metalchimica S.R.L.
135,600,Pall Corporation,Pall Manufacturing - Site Portsmouth
390,1021,Thermo Fisher Scientific,"Fisher Scientific Company, LLC"
247,473,A. Landerer,A. Landerer GmbH und Co. KG
858,1715,Bivid Company Limited,Bivid Company Limited Vietnman
76,180,Delpharm,Delpharm Huningue
553,1384,Zeytun Pharmaceuticals,Zeytun Pharmaceuticals MMC
2481,3670,Livcer,Livcer SAS
309,803,Daiichi Sankyo,Daiichi Sankyo Altkirch SAS
2272,3446,Sam-A Aluminium,Sam-A Aluminium Ltd
1905,2988,Pfizer,Pfizer Italia S.R.L. - Site Ascoli Piceno
463,2860,NextPharma,Allphamed Pharbil Arzneimittel GmbH
297,3906,Malladi Drugs & Pharmaceuticals,Malladi Drugs & Pharmaceuticals Limited - Chennai
2675,3915,Laboratoires Polymedic,Polymedic
2677,3917,Laboratoires Pasquier,Pasquier
2678,3918,EHua Pharmaceutical,Shandong Liaocheng E Hua Pharmaceutical
2687,3932,Xylochem Industries India,Xylo Chem
385,3922,FAES Farma,Faes Farma Spain - Site Bilbao
2681,3924,Indutex SpA,Indutex
306,796,DFE Pharma,DFE Pharma BV - Site Borculo
1037,1927,Unison Pharmaceuticals,Unison Pharmaceuticals Pvt. Ltd
194,432,Fermenta,Fermenta Biotech Ltd. - Plot No. Z109 B&C
2689,3934,S.I.F.I. Societa' Italiana Forniture Industriali,SIFI
2688,3933,Agility Logistics,Agility Logistics AG
2692,3937,Adragos Pharma,L-A-W Services
2696,3943,"Avantor Performance Materials, LLC","Avantor Performance Materials, LLC"
21,2049,Teva API,Plantex Chemical Industries Ltd
2701,3948,Janssen Pharmaceuticals,Janssen Pharmaceuticals
2699,3946,Avantor Preformance Materials Poland,Avantor Preformance Materials Poland
2700,3947,Yourway Transport,Yourway Transport
184,2636,Sun Pharmaceutical,Sun Pharmaceutical Industries Ltd. - Site Punjab
2709,3956,UPS Center Rendsburg,UPS Center Rendsburg
2705,3951,Montebello Ontario,Montebello Ontario
2717,3967,Freja Transport & Logistics,FREJA Transport & Logistics
2711,3959,DHL Paket GmbH,DHL Paket GmbH
1948,3973,Roquette,Roquette Frères
407,3972,I.F.F. International Flavors & Fragrances,Nutrition & Biosciences USA LLC (Methocell Cellulose)
56,135,Clariant,Clariant Produkte (Deutschland) GmbH
2724,3982,Pharmamedia Dr. Müller,Pharmamedia Dr. Müller
2721,3974,Hugo Technology,Hugo Technology
21,56,Teva API,TEVA API India Private Limited - Site Gajraula
497,3988,Qilu Pharmaceutical,Shandong Anshun Pharmaceutical
2728,3989,Hovicon International,Hovicon International B.V.
854,3991,Agilent,Agilent Technologies (PSS)
2731,3992,Galenica,Galenica - Kryoneri
462,1185,Newchem,Newchem SpA - Site Verona
184,376,Sun Pharmaceutical,Sun Pharmaceutical Industries Australia PTY LTD
2741,4008,Stragen,Stragen Services
315,4002,Ajinomoto,Ajinomoto OmniChem
421,4003,JRS Pharma,Star-Tech & JRS Specialty Products
2740,4006,Altium Packaging,Emballage Altium Canada
2739,4005,Grupo Centroflora,Anidro Do Brasil Extrações do Nordeste
2738,4004,Stella,Lanolines Stella
2745,4014,Palchem,Palchem
1595,4015,Montebello Packaging,Montebello Packaging - Site Quebec
2747,4019,Donauchem,Donauchem Gmbh
138,295,Ofimedicine,Ofimedicine B.V.
194,4024,Fermenta,Fermenta Biotech - Site Andhra Pradesh
319,851,Alembic,Alembic Pharmaceuticals Limited - Unit I
2646,3873,August Faller A/S,August Faller AS - Site Hvidovre
2754,4035,"ENGELS, MERKEL & CIA",ENGELS BOLIVIA
2756,4038,Plastxs,Plastxs
961,4041,AVEBE,Avebe - Ter Apelkanaal
2765,4055,Royal Pharma,Royal Pharma - Plot No N-79
2762,4051,Magnum Medical,Magnum Medical
2761,4050,Oriola,Oriola Finland
2766,4056,MANE Flavor & Fragrance Manufacturer,Mane Fils
123,4058,Eurofins,Eurofins Sofia GmbH
2773,4069,Kelikang Pharmaceutical,Shandong Kelikang Pharmaceutical
304,4074,Kuehne + Nagel,Kühne + Nagel AG - Mannheim
2776,4073,Sirio Europe,SIRIO
2779,4080,Krüger Group,Krüger GmbH
2784,4089,AKOMEX Group,DRUKPAK SPzoo
1825,4077,Cenexi,Cenexi France - Site Fontenay sous Bois
2785,4090,Jinan Horizon Technology,Jinan Horizon
120,4095,Moehs,Moehs Benechim
21,3037,Teva API,TAPI Croatia Industries Ltd
508,3352,Schott,PT. Schott Igar Glass - Pharmaceutical Packaging
21,54,Teva API,Sicor De México SA de CV
216,373,Stiplastics Healthcaring,Stiplastics Healthcaring
2332,3613,Tenshi Kaizen,Tenshi Kaizen Pvt Ltd
2793,4101,Laboratoire Microsept,Laboratoire Microsept
115,244,Erregierre,Erregierre San Paolo
1850,4117,CWS Cleanrooms,CWS Healthcare Deutschland
2806,4131,Wälischmiller Engineering,Wälischmiller Engineering GmbH
390,4122,Thermo Fisher Scientific,Thermo Fisher Scientific Germany - Dreieich
78,162,Klocke Gruppe,Klocke Pharma-Service GmbH
59,942,Croda International,Croda Denmark
122,255,ESKAY Pharma,Eskay Iodine Pvt. Ltd.
260,537,CCL Label,CCL Faubel GmbH
136,293,Noucor Health,"Noucor Health, S.A"
202,397,Teva FDF,TEVA Actavis Ltd. Malta
1498,2459,Tianjin Pharmaceutical Group,Tianjin Tianyao Pharmaceuticals Co. Ltd.
286,706,Siegfried,Siegfried PharmaChemikalien Minden GmbH
201,2026,Nipro,Nipro PharmaPackaging France S.A.S. - Site Authon du Perche
2254,3371,Quinta-Analyticas,Quinta Analytica s.r.o.
39,97,Chromatographie und Analysentechnik KG,C.A.T. GmbH & Co. Chromatographie Und Analysentechnik Kg.
1472,3224,Kymos,Pharmaprogress SRL - Site Monsano
465,1194,Nosch Labs Private Ltd,Nosch Labs Private Ltd - Unit 2
1214,2838,Greenfield Global,Greenfield Specialty Alcohols Inc.
1354,2291,Hangzhou Minsheng Pharmaceutical Holding Group,"Minsheng Group Shaoxing Pharmaceutical Co.,Ltd"
192,428,Farmak,Farmak API
